Title,Text
Chevallier Strategic Thinking in Complex Problem Solving,usually do not have one right solution8 in fact they may not have any solution at all9 they usually are one of a kind10 finally nonimmediate means that the solver has some time at least a few days or weeks to identify and implement a solution at the organizational level a cidni problem for a company may be to develop its marketing strategy on a global scale cidni problems include ensuring environmental sustainability reducing extreme poverty and hunger achieving universal primary education and all the other united nations millennium development goals11 a fundamental characteristic of cidni problems is that because they are illdefined their solutions are at least partly subjective indeed appropriate solutions depend on your knowledge and values and what may be the best solution for you may not be for some one else12 another implication is that the problemsolving process is only roughly linear despite our best efforts to define the problem at the onset of the project new information surfacing during the resolution may prompt us to modify that definition later on in fact such regression to a previous step may happen at any point along the resolution process13 think about what makes your problem cidni problems
Chevallier Strategic Thinking in Complex Problem Solving,they are illdefined their solutions are at least partly subjective indeed appropriate solutions depend on your knowledge and values and what may be the best solution for you may not be for some one else12 another implication is that the problemsolving process is only roughly linear despite our best efforts to define the problem at the onset of the project new information surfacing during the resolution may prompt us to modify that definition later on in fact such regression to a previous step may happen at any point along the resolution process13 think about what makes your problem cidni problems can be challenging for vari ous reasons and understanding these may help you choose a direction in which to look for a solution some problems are complex because they are computationally intensive a chess player for instance can not think of all alternativesand all the opponents repliesuntil late in the game when the universe of possibilities is much reduced chess however is a fairly welldefined environment contrast this with opening a hotel in a small village in the caribbean and discovering that obtaining a license will require bribing local officials the challenge here is not compu tational but the problem
Chevallier Strategic Thinking in Complex Problem Solving,can be challenging for vari ous reasons and understanding these may help you choose a direction in which to look for a solution some problems are complex because they are computationally intensive a chess player for instance can not think of all alternativesand all the opponents repliesuntil late in the game when the universe of possibilities is much reduced chess however is a fairly welldefined environment contrast this with opening a hotel in a small village in the caribbean and discovering that obtaining a license will require bribing local officials the challenge here is not compu tational but the problem is illdefined in important ways do you still want to carry out the project if bribery is a requirement if you want to avoid bribing officials how can you do so successfully and so on indeed ill definition stems in many ways when human interactions are part of the pic ture consider the case of a graduate student ready to defend her dissertation only to dis cover that two key members of her jury have just had a bitter argument and can not sit in the same room for more than five minutes without fighting how should she proceed 6
Chevallier Strategic Thinking in Complex Problem Solving,is illdefined in important ways do you still want to carry out the project if bribery is a requirement if you want to avoid bribing officials how can you do so successfully and so on indeed ill definition stems in many ways when human interactions are part of the pic ture consider the case of a graduate student ready to defend her dissertation only to dis cover that two key members of her jury have just had a bitter argument and can not sit in the same room for more than five minutes without fighting how should she proceed 6 wenke frensch 2003 p 90 mason mitroff 1981 p 5 7 simon 1974 david h jonassen 1997 pretz et al 2003 p 4 s m smith ward 2012 p 462 mason mitroff 1981 p 30 8 bardwell 1991 9 david h jonassen 2000 10 brightman 1978 11 united nations 12 hayes 1989 p 280 13 see rittels wicked problems rittel 1972 or consider the case during world war ii of the british navy capturing an enigma cryp tography machine which gave them deep insight into the operation of german submarines this gave them a unique opportunity to reduce the risk
Chevallier Strategic Thinking in Complex Problem Solving,wenke frensch 2003 p 90 mason mitroff 1981 p 5 7 simon 1974 david h jonassen 1997 pretz et al 2003 p 4 s m smith ward 2012 p 462 mason mitroff 1981 p 30 8 bardwell 1991 9 david h jonassen 2000 10 brightman 1978 11 united nations 12 hayes 1989 p 280 13 see rittels wicked problems rittel 1972 or consider the case during world war ii of the british navy capturing an enigma cryp tography machine which gave them deep insight into the operation of german submarines this gave them a unique opportunity to reduce the risk of attacks to their convoys however they could not use this information in any way that would tip off the germans that their naval codes had been broken indeed the germans would then change the enigma codes or intro duce a new communication system how then should the british best use this information14 so rather than thinking of cidni problems as one type of difficult situation you may be better served to think about what makes your problem a cidni problem given that doing so may indicate where you can search out solutions if a problem is computationally complex for
Chevallier Strategic Thinking in Complex Problem Solving,of attacks to their convoys however they could not use this information in any way that would tip off the germans that their naval codes had been broken indeed the germans would then change the enigma codes or intro duce a new communication system how then should the british best use this information14 so rather than thinking of cidni problems as one type of difficult situation you may be better served to think about what makes your problem a cidni problem given that doing so may indicate where you can search out solutions if a problem is computationally complex for example exploring the support that computers and artificial intelligence can bring could be of great support in a situation that has significant moral emotional or psy chological components however such support is not likely to be of much help 3 complementing specialization with generalist skills its not so much that stem science technology engineering mathematics graduates do not know how to solve technical problems because in fact they do but that these graduates lack the nontechnical skills needed for the job thats one of the points that meghan groome the executive director of education and public programs at the new
Chevallier Strategic Thinking in Complex Problem Solving,example exploring the support that computers and artificial intelligence can bring could be of great support in a situation that has significant moral emotional or psy chological components however such support is not likely to be of much help 3 complementing specialization with generalist skills its not so much that stem science technology engineering mathematics graduates do not know how to solve technical problems because in fact they do but that these graduates lack the nontechnical skills needed for the job thats one of the points that meghan groome the executive director of education and public programs at the new york academy of sciences emphasized the problem is universal groome explained students are not learning how to network manage their time or to work together these skills groome insisted are those that students can learn if they take the right courses15 there is widespread agreement that an ideal cidni problem solver or problemsolving team is tshaped that is both a specialist in the relevant disciplines and a generalist16 formal training programs usually focus on the disciplinespecific side the vertical bar of the t but they fall short on the generalist front17 which is problematical for instance a report by the
Chevallier Strategic Thinking in Complex Problem Solving,york academy of sciences emphasized the problem is universal groome explained students are not learning how to network manage their time or to work together these skills groome insisted are those that students can learn if they take the right courses15 there is widespread agreement that an ideal cidni problem solver or problemsolving team is tshaped that is both a specialist in the relevant disciplines and a generalist16 formal training programs usually focus on the disciplinespecific side the vertical bar of the t but they fall short on the generalist front17 which is problematical for instance a report by the national academies notes that because realworld problems are ill defined and knowledge intensive they often differ considerably from the ones students solve in class18 this leads to some students inability to translate what they learn on campus to practical situa tions19 what physics nobel prize laureate richard feynman called a fragility of knowledge20 14 see blair 2000 p 298 15 weiner 2014 16 perkins salomon 1989 gauch 2003 pp 23 grasso burkins 2010 pp 110 kulkarni simon 1988 p 140 sanbonmatsu posavac kardes mantel 1998 sheppard macatangay colby sullivan 2009 p 175 katzenbach 1993 savransky 2002 p 18 m u
Chevallier Strategic Thinking in Complex Problem Solving,national academies notes that because realworld problems are ill defined and knowledge intensive they often differ considerably from the ones students solve in class18 this leads to some students inability to translate what they learn on campus to practical situa tions19 what physics nobel prize laureate richard feynman called a fragility of knowledge20 14 see blair 2000 p 298 15 weiner 2014 16 perkins salomon 1989 gauch 2003 pp 23 grasso burkins 2010 pp 110 kulkarni simon 1988 p 140 sanbonmatsu posavac kardes mantel 1998 sheppard macatangay colby sullivan 2009 p 175 katzenbach 1993 savransky 2002 p 18 m u smith 1991 pp 1015 brown wyatt 2010 17 theocharis psimopoulos 1987 manathunga lant mellick 2006 18 national research council 2012 p 76 see also manathunga lant mellick 2007 19 chi bassok lewis reimann glaser 1989 david h jonassen 2000 see also national research council 2014 pp 5355 20 feynman 1997 pp 3637 breadth of knowledge across disciplines makes you a generalist strategic thinking depth of knowledge in a discipline makes you a specialist ideal problem solver or problemsolving team is generalist specialist t shaped figure 14 effective cidni problem solvers are both generalists and specialists this book helps improve generalist
Chevallier Strategic Thinking in Complex Problem Solving,smith 1991 pp 1015 brown wyatt 2010 17 theocharis psimopoulos 1987 manathunga lant mellick 2006 18 national research council 2012 p 76 see also manathunga lant mellick 2007 19 chi bassok lewis reimann glaser 1989 david h jonassen 2000 see also national research council 2014 pp 5355 20 feynman 1997 pp 3637 breadth of knowledge across disciplines makes you a generalist strategic thinking depth of knowledge in a discipline makes you a specialist ideal problem solver or problemsolving team is generalist specialist t shaped figure 14 effective cidni problem solvers are both generalists and specialists this book helps improve generalist skills another drawback of focusing solely on the vertical bar of the t is that it limits innova tion as we fall prey to the not invented here syndrome yet there is considerable value in stealing ideas from other disciplines for instance consider the use of checklists that first appeared in airplane cockpits and are now being increasingly used in operating rooms despite strong initial resistance by surgeons their adoption has led to significant reduc tions in postsurgical complications21 similarly medical practices also are adopted by other disciplines the rise in the 1990s of evidencebased medicinethe reliance on evidence from
Chevallier Strategic Thinking in Complex Problem Solving,skills another drawback of focusing solely on the vertical bar of the t is that it limits innova tion as we fall prey to the not invented here syndrome yet there is considerable value in stealing ideas from other disciplines for instance consider the use of checklists that first appeared in airplane cockpits and are now being increasingly used in operating rooms despite strong initial resistance by surgeons their adoption has led to significant reduc tions in postsurgical complications21 similarly medical practices also are adopted by other disciplines the rise in the 1990s of evidencebased medicinethe reliance on evidence from welldesigned and conducted research to guide decision makinghas helped initiate a practice of evidencebased management in the last decade22 in both these cases an ability to see value in a field different than ones own was needed and paid off developing an abil ity to see past the surface features of problems to concentrate on the underlying structure and recognizing that this may be achieved by looking at problems in other disciplines is therefore beneficial as we will see in the ensuing chapters it is also a requirement for good analogical thinking23 in short strategic thinking in complex problem solving
Chevallier Strategic Thinking in Complex Problem Solving,welldesigned and conducted research to guide decision makinghas helped initiate a practice of evidencebased management in the last decade22 in both these cases an ability to see value in a field different than ones own was needed and paid off developing an abil ity to see past the surface features of problems to concentrate on the underlying structure and recognizing that this may be achieved by looking at problems in other disciplines is therefore beneficial as we will see in the ensuing chapters it is also a requirement for good analogical thinking23 in short strategic thinking in complex problem solving offers ways to develop that hori zontal strategic crossdisciplinary knowledge necessary to be an effective cidni problem solver see figure 14 this approach enables you to tackle any problem even ones in which you are not a spe cialist in a structured and creative way and in todays economy where organizations are constantly reinventing themselves this skill makes you a very desirable asset24 21 gawande 2009 22 rousseau 2006 rousseau mccarthy 2007 rousseau 2012 pfeffer sutton 2006b pfeffer sutton 2006a 23 see for instance keith j holyoak koh 1987 national research council 2011a pp 136138 24 national association of colleges
Chevallier Strategic Thinking in Complex Problem Solving,offers ways to develop that hori zontal strategic crossdisciplinary knowledge necessary to be an effective cidni problem solver see figure 14 this approach enables you to tackle any problem even ones in which you are not a spe cialist in a structured and creative way and in todays economy where organizations are constantly reinventing themselves this skill makes you a very desirable asset24 21 gawande 2009 22 rousseau 2006 rousseau mccarthy 2007 rousseau 2012 pfeffer sutton 2006b pfeffer sutton 2006a 23 see for instance keith j holyoak koh 1987 national research council 2011a pp 136138 24 national association of colleges and employers 2014 p 4 4 five key guidelines that support our approach before we look in detail at the four steps of the problemsolving process lets conclude this overview by presenting five key principles that each apply to various steps 1 use divergent and convergent thinking effective problem solving requires both divergent and convergent thinking patterns25 as figure 15 shows this occurs at each step of the process diverging you think cre atively stretching your mind to identify new possibilities converging you think criti cally gathering data to analyze each possibility compare it with others and select the best
Chevallier Strategic Thinking in Complex Problem Solving,and employers 2014 p 4 4 five key guidelines that support our approach before we look in detail at the four steps of the problemsolving process lets conclude this overview by presenting five key principles that each apply to various steps 1 use divergent and convergent thinking effective problem solving requires both divergent and convergent thinking patterns25 as figure 15 shows this occurs at each step of the process diverging you think cre atively stretching your mind to identify new possibilities converging you think criti cally gathering data to analyze each possibility compare it with others and select the best whenever possible you should defer judgment that is you should keep idea creation or ideation26 separate from idea evaluation27 this is to avoid restricting your creativity28 we will address this again in chapters 3 and 5 what why how do diverge creative converge critical identify potential frames select one identify potential root causes select relevant ones identify potential solutions select relevant ones identify potential courses of action implement one figure 15 effective complex problem solving requires alternating divergent and convergent thinking 25 see for instance basadur runco vega 2000 adams 2001 pp 120121 assink 2006 basadur graen scandura 1986 for
Chevallier Strategic Thinking in Complex Problem Solving,whenever possible you should defer judgment that is you should keep idea creation or ideation26 separate from idea evaluation27 this is to avoid restricting your creativity28 we will address this again in chapters 3 and 5 what why how do diverge creative converge critical identify potential frames select one identify potential root causes select relevant ones identify potential solutions select relevant ones identify potential courses of action implement one figure 15 effective complex problem solving requires alternating divergent and convergent thinking 25 see for instance basadur runco vega 2000 adams 2001 pp 120121 assink 2006 basadur graen scandura 1986 for a review of divergent thinking in generating alternatives see reiterpalmon illies 2004 26 s m smith ward 2012 p 465 vangundy 1988 p 5 adams 2001 p 121 27 although we prefer deferring judgment an alternative approach allows applying some convergent thinking during idea production see basadur 1995 for a review 28 see hammond keeney raiffa 2002 p 53 2 use issue maps a central tool in our methodology is the issue map a graphical breakdown of a question that shows its various dimensions vertically and progresses into more detail horizontally there are many types of cartographic representations of problems
Chevallier Strategic Thinking in Complex Problem Solving,a review of divergent thinking in generating alternatives see reiterpalmon illies 2004 26 s m smith ward 2012 p 465 vangundy 1988 p 5 adams 2001 p 121 27 although we prefer deferring judgment an alternative approach allows applying some convergent thinking during idea production see basadur 1995 for a review 28 see hammond keeney raiffa 2002 p 53 2 use issue maps a central tool in our methodology is the issue map a graphical breakdown of a question that shows its various dimensions vertically and progresses into more detail horizontally there are many types of cartographic representations of problems including trees diagrams and maps one attribute they share is that they expose the structure of the problem thereby pro moting better understanding graphical breakdowns of arguments for example have been shown to significantly improve peoples critical thinking29 we will discuss maps extensively in chapters 3 and 5 figure 16 shows a typical issue map it starts with a key question on the left in this case a solution key question with a how root it then lists and organizes solutions on the right these solutions do not have to be desirable but applying the principle of deferred judg ment
Chevallier Strategic Thinking in Complex Problem Solving,including trees diagrams and maps one attribute they share is that they expose the structure of the problem thereby pro moting better understanding graphical breakdowns of arguments for example have been shown to significantly improve peoples critical thinking29 we will discuss maps extensively in chapters 3 and 5 figure 16 shows a typical issue map it starts with a key question on the left in this case a solution key question with a how root it then lists and organizes solutions on the right these solutions do not have to be desirable but applying the principle of deferred judg ment of the previous section we refrain from evaluating them until later in the process maps enable us to consider all possibilities exactly once we do not consider a possibil ity more than once and we do not leave out any that is maps structure the universe of answers in a set of mutually exclusive and collectively exhaustive branches or mece pro nounced mesee mutually exclusive me means no overlaps two events are mutually exclusive when the occurrence of one precludes the occurrence of the other organizing the answers to a question in mutually exclusive branches means that you consider each
Chevallier Strategic Thinking in Complex Problem Solving,of the previous section we refrain from evaluating them until later in the process maps enable us to consider all possibilities exactly once we do not consider a possibil ity more than once and we do not leave out any that is maps structure the universe of answers in a set of mutually exclusive and collectively exhaustive branches or mece pro nounced mesee mutually exclusive me means no overlaps two events are mutually exclusive when the occurrence of one precludes the occurrence of the other organizing the answers to a question in mutually exclusive branches means that you consider each one only once thereby not duplicating efforts to think me you must think in a convergent pattern deter mining whether branches are truly distinct so if you set yourself to answer the question how can i go from new york city to london and you reply by first dividing means of transportation between flying and traveling by sea you are organizing the possible solutions of your problem in a me way because you can not be flying and traveling by sea at the same time collectively exhaustive ce means no gaps events are collectively exhaustive when they include all possible
Chevallier Strategic Thinking in Complex Problem Solving,one only once thereby not duplicating efforts to think me you must think in a convergent pattern deter mining whether branches are truly distinct so if you set yourself to answer the question how can i go from new york city to london and you reply by first dividing means of transportation between flying and traveling by sea you are organizing the possible solutions of your problem in a me way because you can not be flying and traveling by sea at the same time collectively exhaustive ce means no gaps events are collectively exhaustive when they include all possible outcomes so the branches of an issue map are ce when they include all the possible answers to the key question to think ce you must think divergently figure 16 issue maps graphically expose the structure of a question 29 twardy 2010 how can i go from nyc to london using conventional means using unconventional means flying traveling by sea traveling by land teletransporting myself bringing london to nyc using a plane using a helicopter using a balloon using a rocket traveling on the surface using a submarine using a bridge using a tunnel traveling with a boat or another
Chevallier Strategic Thinking in Complex Problem Solving,outcomes so the branches of an issue map are ce when they include all the possible answers to the key question to think ce you must think divergently figure 16 issue maps graphically expose the structure of a question 29 twardy 2010 how can i go from nyc to london using conventional means using unconventional means flying traveling by sea traveling by land teletransporting myself bringing london to nyc using a plane using a helicopter using a balloon using a rocket traveling on the surface using a submarine using a bridge using a tunnel traveling with a boat or another floating device swimming figure 17 part of the process is to think divergently to identify as many solutions as possible so as to leave no gaps asking yourself repeatedly what else could be an answer to this question so you must be very creative chapters 3 and 5 will give you ideas to do that such as relying on analogies or existing frameworks when you are identifying options to go from nyc to london ce thinking means that you are considering all possibilities although we initially thought that traveling by sea or air were the only possibilities forcing ourselves to
Chevallier Strategic Thinking in Complex Problem Solving,floating device swimming figure 17 part of the process is to think divergently to identify as many solutions as possible so as to leave no gaps asking yourself repeatedly what else could be an answer to this question so you must be very creative chapters 3 and 5 will give you ideas to do that such as relying on analogies or existing frameworks when you are identifying options to go from nyc to london ce thinking means that you are considering all possibilities although we initially thought that traveling by sea or air were the only possibilities forcing ourselves to be ce results in an expanded list as shown in figure 17 the possibility of traveling by sea or air occurs quickly to people thinking about this situation so lets stick these options into a branch that we call conventional then to be ce we should have a nonconventional branch what could this include well people also travel by land what else perhaps teletransport what else well maybe i should not travel to london instead london should travel to me and we could go into further details there perhaps we could have the people i was going to meet in
Chevallier Strategic Thinking in Complex Problem Solving,be ce results in an expanded list as shown in figure 17 the possibility of traveling by sea or air occurs quickly to people thinking about this situation so lets stick these options into a branch that we call conventional then to be ce we should have a nonconventional branch what could this include well people also travel by land what else perhaps teletransport what else well maybe i should not travel to london instead london should travel to me and we could go into further details there perhaps we could have the people i was going to meet in london come to me or maybe we could create a london where i am that sounds farfetched true but first abiding by the principle of deferred judgment we should not care whether it is farfetchednot until later and second even if it is farfetched there are precedents las vegas has done it with the eiffel tower so why not us again these new options may not be desirable what is important is that if we end up discarding them we will do so because of a conscious decision not because we forgot to consider them we will talk more about
Chevallier Strategic Thinking in Complex Problem Solving,london come to me or maybe we could create a london where i am that sounds farfetched true but first abiding by the principle of deferred judgment we should not care whether it is farfetchednot until later and second even if it is farfetched there are precedents las vegas has done it with the eiffel tower so why not us again these new options may not be desirable what is important is that if we end up discarding them we will do so because of a conscious decision not because we forgot to consider them we will talk more about mece thinking in chapters 3 and 5 3 ac quire the right skills in 2001 the united kingdoms research councils and the arts and humanities research board released a joint statement highlighting the skills that doctoral students are expected table 12 useful skills in researcha you should be able to research techniques identify and solve problems think originally independently and critically critically assess your and others findings document synthesize report and reflect on progress apply appropriately the relevant research techniques in your field identify and access appropriate bibliographical material and other information research environment conduct yourself appropriately legally ethically responsibly
Chevallier Strategic Thinking in Complex Problem Solving,mece thinking in chapters 3 and 5 3 ac quire the right skills in 2001 the united kingdoms research councils and the arts and humanities research board released a joint statement highlighting the skills that doctoral students are expected table 12 useful skills in researcha you should be able to research techniques identify and solve problems think originally independently and critically critically assess your and others findings document synthesize report and reflect on progress apply appropriately the relevant research techniques in your field identify and access appropriate bibliographical material and other information research environment conduct yourself appropriately legally ethically responsibly etc understand the context in which your research takes place understand process for funding project management set goals and intermediate milestones prioritize activities personal effectiveness be willing and able to acquire knowledge be creative innovative and original be selfreliant work independently and show initiative be flexible and openminded be selfaware and identify own training needs be selfdisciplined motivated and thorough recognize your boundaries and ask for help as needed communication write clearly with an appropriate style build coherent and compelling arguments tailored to audiences support the learning of others contribute to the public understanding of your research field networking and
Chevallier Strategic Thinking in Complex Problem Solving,etc understand the context in which your research takes place understand process for funding project management set goals and intermediate milestones prioritize activities personal effectiveness be willing and able to acquire knowledge be creative innovative and original be selfreliant work independently and show initiative be flexible and openminded be selfaware and identify own training needs be selfdisciplined motivated and thorough recognize your boundaries and ask for help as needed communication write clearly with an appropriate style build coherent and compelling arguments tailored to audiences support the learning of others contribute to the public understanding of your research field networking and team work develop and maintain cooperative networks manage effectively relationships up down and sideways in your organization and elsewhere understand your contribution and impact to the success of teams formal and informal listen give and receive feedback and respond appropriately career management partake in ongoing professional development identify key success factors for progression in your targeted professional path take ownership of your career progression set challenging yet realistic goals and identify ways to improve your employability demonstrate insight in the transferability of your skill set to other disciplines present your profile through the use of curriculum vitaersums cover letters and
Chevallier Strategic Thinking in Complex Problem Solving,team work develop and maintain cooperative networks manage effectively relationships up down and sideways in your organization and elsewhere understand your contribution and impact to the success of teams formal and informal listen give and receive feedback and respond appropriately career management partake in ongoing professional development identify key success factors for progression in your targeted professional path take ownership of your career progression set challenging yet realistic goals and identify ways to improve your employability demonstrate insight in the transferability of your skill set to other disciplines present your profile through the use of curriculum vitaersums cover letters and interviews strike an appropriate worklife balance aafter research councils united kingdom 2001 to develop during their research training30 table 12 summarizes some of these skills these are relevant to you even if you are not working on a doctorate indeed solving problems requires doing research identifying which evidence you need to gather and assessing it we will talk about working with evidence in chapters 4 and 6 this book provides pathways to develop many of these skills you may find value using this list as a roadmap for your own development31 alternatively you may elaborate your own list but you
Chevallier Strategic Thinking in Complex Problem Solving,interviews strike an appropriate worklife balance aafter research councils united kingdom 2001 to develop during their research training30 table 12 summarizes some of these skills these are relevant to you even if you are not working on a doctorate indeed solving problems requires doing research identifying which evidence you need to gather and assessing it we will talk about working with evidence in chapters 4 and 6 this book provides pathways to develop many of these skills you may find value using this list as a roadmap for your own development31 alternatively you may elaborate your own list but you may also face a problem before you get a chance to develop the skills when that happens and you should probably assume that it will you should consider team ing up with people who have complementary skills enlist others working with others may increase quality and visibility it used to be that the works of lone geniuses were the most impactful but this might be changing collaborative work has resulted in many contributions including the discovery of dna the creation of the linux operating system and the development of the internet32 also scientific papers with multiple authors are cited more
Chevallier Strategic Thinking in Complex Problem Solving,may also face a problem before you get a chance to develop the skills when that happens and you should probably assume that it will you should consider team ing up with people who have complementary skills enlist others working with others may increase quality and visibility it used to be that the works of lone geniuses were the most impactful but this might be changing collaborative work has resulted in many contributions including the discovery of dna the creation of the linux operating system and the development of the internet32 also scientific papers with multiple authors are cited more than twice as frequently as those by single authors33 leverage diversity when i teach this method in a course it is a practical workshop each student brings a project that he or she is interested in and we use these as case studies students come from all disciplines but they must help others and seek help from others a large chunk of their grade depends on it and they need to sit next to a different colleague in each session although this collaboration across disciplines does not come naturally to many they quickly see its value people with different training
Chevallier Strategic Thinking in Complex Problem Solving,than twice as frequently as those by single authors33 leverage diversity when i teach this method in a course it is a practical workshop each student brings a project that he or she is interested in and we use these as case studies students come from all disciplines but they must help others and seek help from others a large chunk of their grade depends on it and they need to sit next to a different colleague in each session although this collaboration across disciplines does not come naturally to many they quickly see its value people with different training bring different perspectives which helps each of them be more creative this is in line with observations from a committee of the national research council analysis improves when analysts with diverse perspectives and comple mentary expertise collaborate to work on intelligence problems34 we will talk extensively about the value of collaboration and diversity throughout the book 4 simplify to reveal the underly ing structure simplicity is central to numerous practices in many fields in the scientific method the par simony principle recommends that all other things being equal the simplest theory that fits the facts should be preferred35 copernicus used
Chevallier Strategic Thinking in Complex Problem Solving,bring different perspectives which helps each of them be more creative this is in line with observations from a committee of the national research council analysis improves when analysts with diverse perspectives and comple mentary expertise collaborate to work on intelligence problems34 we will talk extensively about the value of collaboration and diversity throughout the book 4 simplify to reveal the underly ing structure simplicity is central to numerous practices in many fields in the scientific method the par simony principle recommends that all other things being equal the simplest theory that fits the facts should be preferred35 copernicus used it to propose his model of motion of the earth the heliocentric one ie a daily revolution around its axis and an annual revolution around the sun over the thenfavored ptolemaic one copernicuss model did not generate a better fit but it was simpler36 30 research councils uk 2001 31 for other lists see reeves denicolo metcalfe roberts 2012 and careers research and advisory centre 2010 32 ness 2012 33 wuchty jones uzzi 2007 34 national research council 2011a p 61 see also national research council 2014 p 64 35 gauch 2003 pp 269270 36 gauch 2003 p 273 in
Chevallier Strategic Thinking in Complex Problem Solving,it to propose his model of motion of the earth the heliocentric one ie a daily revolution around its axis and an annual revolution around the sun over the thenfavored ptolemaic one copernicuss model did not generate a better fit but it was simpler36 30 research councils uk 2001 31 for other lists see reeves denicolo metcalfe roberts 2012 and careers research and advisory centre 2010 32 ness 2012 33 wuchty jones uzzi 2007 34 national research council 2011a p 61 see also national research council 2014 p 64 35 gauch 2003 pp 269270 36 gauch 2003 p 273 in design simplicity is often linked to quality and usability37 at apple steve jobs viewed it as the ultimate sophistication which resulted in many apple products not having the fea tures of their competitors and yet outselling them38 though the end product may be simple the process to get there usually is not here is steve jobs again when you start looking at a problem and it seems really simple with all these simple solutions you do not really understand the complexity of the problem and your solutions are way too oversimplified then you get into the problem and you see
Chevallier Strategic Thinking in Complex Problem Solving,design simplicity is often linked to quality and usability37 at apple steve jobs viewed it as the ultimate sophistication which resulted in many apple products not having the fea tures of their competitors and yet outselling them38 though the end product may be simple the process to get there usually is not here is steve jobs again when you start looking at a problem and it seems really simple with all these simple solutions you do not really understand the complexity of the problem and your solutions are way too oversimplified then you get into the problem and you see its really complicated and you come up with all these convoluted solutions thats where most people stop and the solutions tend to work for a while but the really great person will keep on going and find the key underlying principle of the problem and come up with a beautiful elegant solution that works39 i have seen this happen multiple times in my course my students must reformulate their problem to make it understandable to the rest of us this is difficult for some of them particularly those versed in highly technical subjects and some invariably claim that ex pressing
Chevallier Strategic Thinking in Complex Problem Solving,its really complicated and you come up with all these convoluted solutions thats where most people stop and the solutions tend to work for a while but the really great person will keep on going and find the key underlying principle of the problem and come up with a beautiful elegant solution that works39 i have seen this happen multiple times in my course my students must reformulate their problem to make it understandable to the rest of us this is difficult for some of them particularly those versed in highly technical subjects and some invariably claim that ex pressing their problem in simple accessible terms is not possible they all however even tually discover that it is moving beyond the surface features of their disciplines they learn to focus on their problems underlying structure and by expressing it in simple terms they enable others to assist them in solving it this challenge of simplification is worthy not just because they now have a larger and more diverse network of people to help them but because it also forces them to clarify their under standing of their problem having to do away with the jargon of their field they can
Chevallier Strategic Thinking in Complex Problem Solving,their problem in simple accessible terms is not possible they all however even tually discover that it is moving beyond the surface features of their disciplines they learn to focus on their problems underlying structure and by expressing it in simple terms they enable others to assist them in solving it this challenge of simplification is worthy not just because they now have a larger and more diverse network of people to help them but because it also forces them to clarify their under standing of their problem having to do away with the jargon of their field they can no longer present their problem in the terms that they have heard it expressed by specialists they now have to answer dumb questions that they have been trained not to ask which forces them to understand why or why not these questions are dumb moving beyond surface character istics to focus on the structure of problems is also an essential component of successful analo gies40 so by going through this process students learn to see similarities among disciplines transcend thats interesting understand the so what gathering lots of data about a problem is not necessarily helpful in fact it can
Chevallier Strategic Thinking in Complex Problem Solving,no longer present their problem in the terms that they have heard it expressed by specialists they now have to answer dumb questions that they have been trained not to ask which forces them to understand why or why not these questions are dumb moving beyond surface character istics to focus on the structure of problems is also an essential component of successful analo gies40 so by going through this process students learn to see similarities among disciplines transcend thats interesting understand the so what gathering lots of data about a problem is not necessarily helpful in fact it can be counterproductive see table 13 so finding that something is interesting should not be an end point but rather a starting point to dig deeper analyze your thinking if you find something interesting why is it so what is the so what of your finding keep on assaulting your problem with criti cal thinking until you reach simplicity we will talk more about this in chapters 3 4 and 5 5 do not fool yourself and others in his address to the graduating class of 1974 at caltech richard feynman urged students to not fool yourselfand you are the easiest
Chevallier Strategic Thinking in Complex Problem Solving,be counterproductive see table 13 so finding that something is interesting should not be an end point but rather a starting point to dig deeper analyze your thinking if you find something interesting why is it so what is the so what of your finding keep on assaulting your problem with criti cal thinking until you reach simplicity we will talk more about this in chapters 3 4 and 5 5 do not fool yourself and others in his address to the graduating class of 1974 at caltech richard feynman urged students to not fool yourselfand you are the easiest person to fool41 this is in line with findings 37 karvonen 2000 38 thomke feinberg 2009 39 cited in thomke feinberg 2009 40 keith j holyoak 2012 keith j holyoak koh 1987 national research council 2011b pp 136138 41 feynman 1998 table 13 empirical findings contradict conventional wisdom along the problemsolving processthe book addresses some ofthese differencesa conventional wisdom empirical findings mitigation tactics the more information the better the more confident the more likely we are to be correct expertise only has upsides intuition is trustworthy problem solving is primarily about finding solutions more information is not necessarily better in
